NU_INSCRICAO;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;TP_PRESENCA_CN;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
'190001190736';30;F;1;3;2;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;370.4;464.5;467.2;454.6;1;580;B;D;B;B;3;B;A;B;D;B;B;B;A;A;A;A;A;A;B;B;A;D;A;B;B
'190001190740';18;F;1;4;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;379.8;468.2;466.4;430;0;520;D;F;F;B;4;D;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
'190001177166';20;M;1;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;631.9;507.8;603.2;745.1;0;940;E;F;D;D;6;H;D;D;D;B;B;B;B;B;A;B;A;B;C;A;B;E;A;C;B
'190001177176';21;M;1;2;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;B;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190001177177';18;F;1;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;660.3;657.7;619.4;649.4;0;880;G;E;E;D;5;N;D;D;D;C;A;B;D;B;A;B;B;B;D;B;B;E;B;B;B
'190001177182';17;M;1;3;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;599.3;591;615.8;726.8;0;860;C;E;B;F;4;G;A;B;C;B;A;B;B;B;A;B;A;A;C;A;A;D;A;A;B
'190001177186';20;F;0;1;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;384.7;446.1;425.7;402.9;1;340;B;B;B;B;4;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;B;A;B;B
'190001177191';26;M;2;4;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;E;A;B;2;B;A;B;B;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
'190001177193';18;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;511;578;605.6;650.4;1;760;G;G;B;D;5;G;A;C;E;A;B;B;B;B;A;A;A;A;A;A;A;D;A;C;B
'190001177197';17;M;1;2;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;494.3;531.1;560.1;501.6;0;820;E;E;C;D;5;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
'190001177200';17;F;1;1;2;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.2;483.7;480.4;491.4;1;480;C;D;C;B;6;B;A;C;D;A;B;B;A;A;A;A;A;A;B;B;A;E;A;B;B
'190001177202';22;M;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;C;E;A;B;4;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190001177207';24;F;1;3;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;C;A;A;3;B;B;B;B;B;B;B;B;A;A;A;A;A;B;B;A;C;A;A;B
'190001177209';24;M;1;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;A;A;A;A;2;C;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;A
'190001177211';33;F;2;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;D;A;A;5;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190001177213';18;M;1;1;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;511.6;513.9;540.1;630.8;1;560;C;C;D;D;3;H;A;C;E;B;B;B;B;B;B;B;A;B;E;B;B;E;B;C;B
'190001177214';34;M;1;1;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;D;D;D;3;E;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
'190001177216';18;M;1;3;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;603.5;624.2;582.8;651.5;0;740;E;E;C;D;5;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190001177219';21;F;0;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;D;C;B;4;C;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;B
'190001179913';22;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;459;471.6;523.7;633.9;0;500;B;E;C;B;2;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001179828';23;F;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;612.3;595.7;601.9;600.5;1;940;E;E;F;F;3;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190001179833';20;M;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;407.9;459.1;475.3;505.4;0;400;H;D;A;B;2;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;B;A
'190001179836';19;M;2;1;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;380.4;477.5;481.9;497.4;1;600;D;E;C;C;2;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190001179839';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;486.6;507;539.4;545.6;0;700;E;E;B;B;3;C;A;B;C;B;B;B;B;A;A;A;A;A;B;B;A;D;A;B;B
'190001179845';16;F;0;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;508.7;601;542.9;550;0;760;G;G;E;D;3;G;B;C;D;B;A;B;B;B;B;A;A;A;D;A;A;D;A;B;B
'190001179849';35;F;2;1;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;E;C;C;3;C;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A
'190001179850';20;F;2;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;472.2;450.3;500.3;428.1;0;460;D;D;B;B;3;B;C;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
'190001179852';23;F;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;463.3;480.5;467.8;422.6;1;600;A;B;A;B;1;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
'190001179857';18;F;1;2;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.5;577.4;578.1;550.4;0;700;D;E;F;D;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
'190001182443';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;412.9;483.3;463;537.6;0;680;D;D;B;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;A
'190001182445';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;E;A;A;6;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
'190001182457';17;F;1;3;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;365.9;431.8;468.3;408.1;0;600;E;E;B;C;5;E;A;B;D;A;C;B;A;B;A;A;A;A;D;A;A;D;A;B;B
'190001182462';17;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;357.7;446.7;536.5;578.3;0;840;E;F;B;D;5;G;A;C;C;B;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
'190001182480';19;F;1;0;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;413;481.7;505.2;460.5;0;640;H;H;D;D;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
'190001177141';30;M;3;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;651.7;688.5;673.6;785;1;920;G;G;C;D;7;M;A;C;E;C;B;B;B;B;A;A;A;A;B;B;A;E;A;B;B
'190001177143';30;F;2;3;1;12;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;E;A;B;3;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;B;A;B;B
'190001177153';36;F;2;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;A;A;A;A;10;A;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
'190001177159';33;F;0;4;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;384.1;562.9;555.9;561.1;1;560;B;B;A;A;4;D;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190001177160';23;M;1;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;391.4;411.5;526.9;385.6;1;560;B;D;C;C;2;C;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;C;B
'190001179860';19;M;1;3;1;0;2;;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;423.2;557.3;465.1;423.8;0;600;F;F;F;F;4;E;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
'190001179862';18;F;1;1;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;550.7;602.8;547.8;418.2;0;740;F;F;D;D;3;I;A;D;D;C;A;C;A;B;A;B;A;A;C;A;A;D;A;B;B
'190001179872';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;352.9;337.4;497;482.1;0;540;G;F;D;D;3;D;A;C;C;B;A;B;A;B;A;A;A;B;B;A;A;D;B;B;B
'190001179884';35;M;2;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;C;F;D;D;3;C;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001185141';18;F;1;2;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;410.8;524.4;511.1;439.4;1;600;H;D;F;B;4;B;A;B;C;A;A;B;A;B;B;B;A;A;B;B;A;B;A;A;A
'190001185143';18;F;2;3;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;398.9;479.1;;0;0;B;B;A;A;3;C;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001185148';16;M;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;580.1;607.1;581.6;732.2;0;740;E;F;F;B;5;E;A;B;C;B;A;B;B;B;B;B;A;A;B;A;A;D;A;B;B
'190001185152';19;M;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;510.8;577.4;532.2;720.8;1;820;C;F;C;D;3;F;A;B;C;A;B;B;A;B;A;B;A;A;C;B;A;C;A;B;B
'190001185158';16;F;1;4;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;376.2;495.8;516.8;494.9;1;600;G;G;D;D;4;I;A;D;D;C;C;B;C;B;A;B;A;B;C;A;B;E;B;B;B
'190001185172';18;M;2;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;G;G;D;D;3;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190001185173';23;F;2;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;D;A;B;4;B;A;C;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001185178';28;M;2;3;1;8;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;F;C;D;D;5;C;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
'190001185179';17;F;1;0;2;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;453.5;481.5;540.5;583.4;0;580;E;E;B;B;4;C;A;B;D;A;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
'190001185181';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;481.8;557.6;576.1;692.1;1;680;G;G;E;D;4;I;A;D;D;B;A;B;B;B;A;B;A;A;C;A;A;D;A;C;B
'190001185182';54;F;3;1;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;3;C;A;B;C;B;A;B;A;B;A;B;B;A;B;A;A;B;A;A;B
'190001185187';19;F;1;3;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;498.4;435.8;;1;420;B;C;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
'190001187899';27;F;1;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;394;342.6;;0;460;B;B;A;A;3;C;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001187902';20;F;1;2;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;D;A;B;3;C;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
'190001187907';24;F;3;1;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;593.7;536.3;;0;660;F;E;D;B;6;F;A;B;D;A;C;B;A;B;A;A;A;A;B;A;A;E;A;B;B
'190001187915';28;M;1;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;2;C;A;C;C;B;B;B;A;B;B;B;B;B;B;B;A;C;A;B;B
'190001187932';31;F;1;2;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;430.1;532.1;500.9;477.5;1;620;B;B;B;B;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B
'190001187936';18;F;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;E;C;A;A;4;A;A;B;C;B;B;B;A;A;A;A;A;A;B;B;A;D;A;B;B
'190001177113';17;M;1;4;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;E;E;B;B;3;C;A;B;C;A;B;B;A;A;A;B;A;A;C;B;A;C;B;B;B
'190001177121';36;F;1;2;1;13;1;2;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;G;C;D;2;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190001177127';22;M;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;484.8;513.6;556.3;531.9;1;960;B;C;C;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
'190001177135';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;E;C;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B
'190001188009';20;F;0;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;562.2;521.6;575.8;665.4;1;760;B;B;C;B;2;E;C;B;B;A;B;B;A;B;A;B;A;A;B;B;A;C;A;B;B
'190001188014';22;F;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;539.7;600.8;612;584.9;1;700;B;B;B;B;3;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
'190001188024';35;F;1;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;442.9;436.5;524.8;499.2;1;500;B;B;A;A;6;C;A;B;D;A;B;B;B;B;A;A;A;A;B;A;A;D;A;A;B
'190001188036';29;F;2;2;1;12;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;609.4;658.7;665.5;800.1;1;820;F;G;E;D;4;L;A;B;C;B;B;B;A;B;A;A;A;B;B;A;A;E;A;C;B
'190001188037';22;M;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;C;C;B;5;C;A;B;D;B;A;B;B;A;A;A;A;A;B;A;A;C;A;B;B
'190001188038';22;M;1;0;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;435.1;362.4;366.6;411.4;0;480;B;B;A;A;1;C;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B
'190001188042';18;M;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;556.7;547.1;569.4;683.2;0;600;E;C;B;B;5;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;D;A;A;B
'190001188043';28;F;1;3;1;10;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;F;E;D;D;4;E;A;B;D;A;C;B;A;B;A;A;A;A;B;A;A;D;A;A;B
'190001188060';26;F;2;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
'190001190769';19;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;501.2;512;521.9;479;1;560;H;E;F;D;3;E;A;B;C;A;A;C;A;B;A;A;A;A;B;B;A;C;A;B;B
'190001193531';34;M;2;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;B;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
'190001193535';19;M;1;3;2;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;557.9;515.1;509.5;544.8;0;860;C;E;B;D;5;C;A;C;D;B;C;B;B;B;A;B;A;A;B;A;A;E;A;C;B
'190001193541';33;M;2;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;C;E;C;B;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
'190001193555';18;F;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;370.9;401.3;507.1;474.8;0;640;C;F;C;D;4;H;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001193559';24;F;1;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;445.2;559;565.7;460.8;1;660;B;E;B;C;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;B;B
'190001193562';23;M;1;3;1;6;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;444.9;528.4;538;544.5;0;680;B;E;F;B;3;B;A;B;C;A;B;B;A;A;A;B;A;A;A;A;A;D;A;B;B
'190001193571';18;F;0;0;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;591.8;604.7;594.5;667.8;1;920;D;F;C;D;5;E;A;B;C;A;B;B;A;B;A;A;A;A;B;A;B;C;A;B;B
'190001193583';18;F;0;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;6;C;A;B;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A
'190001177227';30;M;2;5;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;456.2;482.3;436.8;406.8;1;420;B;B;A;B;2;G;A;B;B;B;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
'190001177230';20;M;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;489.5;513;;1;420;B;E;C;B;4;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001177232';18;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;588;637.5;594.3;543.1;0;760;B;E;F;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190001177233';22;M;1;4;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;C;D;5;G;A;C;D;B;A;B;B;A;A;B;A;A;B;A;A;D;A;B;B
'190001177238';32;F;2;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;A;A;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190001177247';16;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;436.5;553.1;542.5;499.6;0;560;E;F;F;B;5;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190001177248';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;531.3;530.9;545.6;552.8;0;680;E;G;D;F;3;G;A;B;D;B;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B
'190001177256';21;F;1;2;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;604.4;573.3;572.1;678;1;880;F;E;D;C;5;N;B;D;D;C;D;B;B;B;A;B;A;A;C;B;B;E;B;A;B
'190001177269';35;M;1;1;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;490.7;502.7;532;564.6;1;540;C;C;B;B;3;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190001179970';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;506.2;421.6;499.3;438;1;600;D;C;C;B;2;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;B;B
'190001179976';20;F;1;1;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;418.6;397.8;489.2;371.5;1;540;D;E;A;A;6;E;A;C;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
'190001179982';19;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;C;D;4;D;A;C;D;A;B;B;A;A;A;A;A;A;C;A;A;D;A;A;B
'190001179997';23;M;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;E;B;B;4;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;E;A;A;A
'190001067154';18;M;1;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;C;D;C;B;2;D;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001180001';32;M;1;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;C;A;B;1;D;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B
'190001180008';43;F;2;2;2;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;366.6;398.8;488.3;405.2;0;0;A;A;A;A;5;C;A;C;D;B;C;B;A;B;A;B;A;A;B;A;A;D;A;C;B
'190001180014';31;F;0;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;E;A;A;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190001182607';23;F;1;1;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;492.1;569.5;579.7;516.3;1;560;B;C;A;B;4;E;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001182629';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;465.1;447.3;561.5;478.3;1;560;A;E;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190001182630';26;F;0;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;504.7;407.8;415.9;457;0;540;H;F;F;B;3;C;A;B;C;B;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
'190001778148';28;M;1;1;1;11;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;597.5;588.8;555.9;517.9;1;600;B;E;B;D;3;E;A;B;D;B;A;B;A;B;A;B;A;A;B;B;A;D;A;B;B
'190001182637';20;M;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;E;E;B;B;7;D;A;B;D;A;B;B;A;A;A;A;A;A;C;A;A;E;A;B;B
'190001182643';28;F;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;481.7;505.3;;1;520;B;B;A;A;5;B;A;B;E;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
'190001185309';23;F;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;440.5;541.9;563.5;463.9;1;540;E;B;B;B;6;E;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;E;A;B;B
