NU_INSCRICAO;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;TP_PRESENCA_CN;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
'190004945725';32;F;1;3;1;12;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.5;414;506;437.7;1;440;H;F;F;F;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
'190004945729';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;448.3;475;499.4;529.4;0;440;E;E;D;D;3;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;D;A;A;A
'190004945731';23;F;1;1;1;6;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;387.5;399.6;421.7;360.3;1;540;C;C;A;A;8;B;A;C;E;B;A;B;C;B;A;A;A;A;B;A;A;E;A;A;B
'190004945734';18;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;E;A;A;3;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B
'190004945741';18;F;1;4;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;434.4;420.9;452.5;507.4;0;560;E;C;F;B;3;D;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004945753';17;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;376.2;427.2;470.9;530.6;1;520;E;E;A;B;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004948752';25;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;B;A;A;2;B;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
'190004948757';36;F;2;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;452.2;519.4;560.7;453.2;1;640;C;E;B;B;3;G;A;C;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;A
'190004948766';19;M;1;2;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;E;B;B;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004948768';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;511.9;600.6;578;649.9;1;580;E;D;C;F;4;F;A;B;D;B;A;B;A;B;A;B;A;B;C;A;A;D;A;B;B
'190004948770';20;M;0;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;432.4;444.6;344.8;487.2;1;460;B;B;B;B;3;B;D;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
'190004948784';17;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;388;389.9;416.7;392.7;1;340;E;G;B;D;5;E;A;C;D;B;B;B;A;B;A;B;A;B;B;A;A;E;A;B;B
'190004951760';28;F;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;C;C;B;2;C;A;B;C;A;A;C;A;A;A;B;A;A;B;A;A;C;A;A;A
'190004951768';17;M;1;0;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;549.9;559.9;598.6;608.4;1;600;D;F;B;B;6;C;A;C;E;B;A;B;B;A;A;A;A;A;A;B;A;C;A;A;A
'190004951781';19;M;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;475;507.9;543.4;520.4;1;600;C;C;A;A;5;D;A;C;B;B;B;B;B;B;A;B;A;A;B;A;A;B;A;B;B
'190004951783';16;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;344.8;446.4;540.3;398.3;1;680;H;G;F;E;4;F;A;B;C;B;A;B;A;A;A;A;A;A;C;A;A;D;A;A;B
'190004951784';17;M;1;1;1;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;398.8;371.2;495.4;422.3;1;680;E;F;C;B;5;E;B;B;C;B;B;B;B;A;A;A;A;A;B;B;A;E;A;B;B
'190004951787';16;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;547.4;594.9;594.2;474.8;0;840;G;G;E;D;5;P;B;E;E;C;A;B;B;B;A;A;A;A;C;B;A;E;A;C;B
'190004951791';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;431.2;488.1;529.5;562.7;1;560;C;E;A;C;7;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004951802';15;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;613.2;593.5;579.7;714.6;0;800;G;F;D;D;4;H;C;C;D;C;A;B;B;B;A;B;A;A;B;A;A;D;B;B;B
'190004954862';19;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;484.6;475;544;517.2;0;560;B;F;B;C;3;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
'190004954871';24;F;1;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;D;C;B;3;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;B;B;B
'190004954876';25;F;1;3;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;536.2;448.1;483.2;489.1;1;0;H;H;A;B;3;A;A;B;C;A;A;B;A;A;A;B;A;A;A;A;A;D;A;B;B
'190004954877';29;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;C;A;A;2;B;A;D;C;B;B;C;B;B;B;B;A;A;B;A;A;B;A;A;B
'190004954878';20;F;1;2;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;419.9;397.8;403.7;444.9;1;560;C;B;C;B;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004954879';18;M;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;H;D;F;A;3;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004954885';17;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;586.1;575.4;572.8;669.4;1;740;F;G;D;D;4;E;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B
'190004957933';17;M;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;419.5;508.2;525.2;512.8;1;580;B;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004957941';18;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;381.5;476.1;467.9;412.9;1;480;D;C;C;D;4;D;A;B;D;B;A;B;B;A;A;A;A;A;B;B;A;C;A;A;A
'190004957946';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;398;358.9;398.8;444.6;0;440;B;E;A;B;5;B;C;B;C;A;B;B;B;A;A;A;A;A;B;A;A;D;A;A;B
'190004957955';19;M;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;527.4;552.1;560.7;688.6;0;600;C;E;A;B;1;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
'190004957963';26;M;2;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;452.3;495.3;445.4;434.4;1;400;E;C;A;A;3;E;A;B;B;B;B;B;A;B;B;A;A;A;B;A;A;C;A;B;B
'190004957972';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;417.3;481.4;458.6;463.1;0;500;G;G;D;D;4;O;B;C;D;B;B;B;A;B;A;B;A;A;B;B;A;C;A;C;B
'190004960937';25;F;2;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;377.4;401.2;508.2;520.5;1;560;C;C;D;B;3;B;A;B;C;A;B;B;A;A;A;B;A;A;B;B;A;C;A;B;B
'190004960939';24;M;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;385.8;488;511;476.3;1;520;C;D;A;A;6;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
'190004927259';31;M;2;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;B;C;B;3;B;A;B;C;A;B;B;A;A;A;B;A;A;B;B;A;C;A;B;B
'190004927264';17;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;613.1;602.4;524;657.3;1;920;F;G;E;E;4;O;B;E;D;B;B;B;B;B;A;B;A;A;C;A;B;E;B;B;B
'190004927269';15;M;1;0;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;359.7;469.4;518.2;518.7;1;500;F;F;E;F;4;H;B;D;D;C;A;B;A;B;A;B;A;A;C;A;A;E;A;B;B
'190004927271';15;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;417.4;489.9;483.6;523.3;1;560;E;F;B;D;5;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;B;B;B;B
'190005798885';33;M;0;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;356.7;497.2;;1;0;A;A;B;B;3;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A
'190004930328';19;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;396.6;483.2;494.8;372.2;1;400;F;D;C;B;3;B;A;B;C;A;B;B;B;A;A;A;A;A;A;A;A;C;A;A;B
'190004930330';23;F;1;3;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;535.5;539.4;500.3;576.4;0;480;C;D;B;C;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;A
'190004930335';20;F;1;4;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;479.9;496.1;492.4;461.8;1;640;H;F;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;C;B
'190004930345';17;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;521.3;626.8;537;593.5;1;660;E;F;D;B;4;G;A;B;C;A;C;B;B;B;A;A;A;A;B;A;A;D;A;A;B
'190004930352';20;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;486.3;369.6;390.3;377.7;0;280;E;E;D;B;3;I;D;E;E;D;B;E;C;B;B;C;A;B;D;B;B;D;A;D;B
'190004930357';20;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;506.9;579.2;498.8;538.1;0;600;D;D;D;A;3;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004933410';45;M;0;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;E;E;C;D;5;J;A;B;C;A;C;B;A;B;A;B;A;A;B;A;A;D;A;B;B
'190004933411';56;F;1;2;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;376.7;420.3;412.9;392.9;0;340;H;A;F;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004933432';31;F;1;3;1;9;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;A;C;A;3;D;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;B;A;B;B
'190004933442';15;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;520.2;416.2;523.6;463.6;0;320;H;G;F;F;4;I;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
'190004936517';26;M;2;4;1;8;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;448;456.8;492.2;419.3;0;340;H;E;F;D;2;E;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;C;A;B;B
'190004936519';22;F;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;F;D;E;1;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004936522';21;F;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;F;C;F;F;4;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;B;E;A;A;B
'190004936523';17;M;1;2;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;434.3;420.1;374.1;437.8;1;300;D;E;B;D;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004939574';20;M;1;2;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;399.9;512.4;518.1;400.1;1;480;C;E;B;B;6;C;A;C;D;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
'190004939588';23;M;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;392.2;387;503.1;495.3;1;580;E;E;B;B;4;E;A;B;C;B;B;B;A;A;A;A;A;A;B;B;A;D;A;B;B
'190004939597';31;F;2;1;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;C;B;F;2;D;A;B;B;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
'190004939599';18;F;1;2;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;469.4;484.3;;1;440;D;E;B;D;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004942666';16;F;1;0;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;B;B;6;B;B;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004942667';37;F;1;1;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;458.4;464.2;491.4;469.9;1;460;A;B;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004942672';23;F;1;2;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;464.7;563.2;585.7;401.5;0;520;H;E;A;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004942694';40;F;2;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;A;A;A;F;4;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A
'190004942696';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;433;440.3;538.6;423.6;1;480;E;B;C;B;2;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004960946';18;F;1;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;D;A;A;5;C;A;C;C;B;C;B;D;B;A;B;A;B;C;A;B;E;A;B;B
'190004960966';22;F;1;2;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;542;544.1;;1;520;B;B;C;C;5;C;A;C;D;A;B;B;A;B;A;A;A;A;B;B;A;D;A;B;B
'190004960975';25;F;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;E;B;B;4;D;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;A
'190004914980';17;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;622.1;621.7;598.2;740.9;0;940;E;F;C;D;4;L;A;D;D;C;A;B;B;B;A;B;A;A;B;B;A;D;B;A;B
'190004914984';16;M;0;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;597.4;602;609.5;724.2;0;840;G;G;A;D;5;N;A;C;D;B;A;B;A;B;A;B;A;A;C;B;A;E;B;B;B
'190004828097';23;M;2;4;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;501;555.6;515.8;416.7;1;600;E;F;D;D;4;F;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;A;B;A;B
'190004914987';22;F;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;479.3;481.2;516.6;371.7;1;440;A;B;A;A;5;C;A;B;D;A;A;B;B;B;A;A;A;A;A;A;A;C;A;A;A
'190004914988';23;F;2;2;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;423.2;432.2;524.7;497.9;1;520;B;B;B;B;2;C;A;B;C;A;B;B;B;B;B;B;A;A;B;A;A;C;A;B;B
'190004914998';18;M;1;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;F;F;D;D;5;O;B;D;D;C;A;B;B;B;A;B;B;A;C;B;B;E;A;B;B
'190005074011';27;F;2;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;466.3;464.8;495.6;479.7;1;380;D;E;C;C;3;C;A;B;B;A;B;B;A;A;A;B;A;A;B;B;A;B;A;A;A
'190004915001';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;496.5;453.9;406.7;459;1;400;C;H;F;F;5;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
'190004915002';24;F;1;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;411.6;379.9;470.2;418;1;480;B;B;F;A;4;C;B;B;C;A;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B
'190004915004';17;F;1;1;2;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;540.9;482.1;427.9;562.4;1;760;D;C;D;D;4;G;A;C;C;B;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
'190004915015';59;M;2;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;393.4;392.4;402.6;381.5;1;400;H;H;A;A;3;D;A;C;D;A;C;B;A;B;A;A;A;A;B;B;A;D;A;A;B
'190004915017';22;F;1;1;2;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;404.9;440.3;488.5;412;1;620;A;D;A;A;2;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190004915018';17;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;474.3;577;507.1;486.5;0;840;E;E;B;D;5;G;A;B;D;B;B;B;A;B;A;A;A;A;B;A;A;E;A;B;B
'190004915019';20;F;1;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;607;591.7;621.3;750.7;1;940;E;F;C;D;4;E;A;C;D;B;A;B;A;B;A;B;A;A;B;B;A;E;A;B;B
'190004915022';31;F;1;2;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;444.1;501;514;493.6;1;480;B;C;A;A;2;C;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A
'190004918029';50;F;2;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;352.5;433.8;491.9;392.6;1;560;H;H;A;A;3;D;A;C;D;A;C;B;A;B;A;A;A;A;B;B;A;D;A;A;B
'190004918031';17;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;544.6;520.9;576.2;473.9;1;540;G;F;E;E;4;N;D;E;E;D;A;C;B;B;A;B;A;A;D;A;A;E;A;C;B
'190004940155';27;F;1;3;1;10;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;642.9;584.9;596;636.7;1;800;F;B;D;F;1;C;A;B;B;A;B;B;B;A;A;B;A;A;B;A;A;B;A;B;B
'190005074012';17;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;542.1;447.4;533.4;521.6;1;320;E;E;F;D;5;E;A;C;D;B;A;B;A;B;A;B;A;B;B;B;A;E;A;B;B
'190005074013';16;F;0;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;494.1;507.3;576.6;573.5;0;700;G;F;E;D;4;P;D;E;E;D;A;C;C;B;A;B;A;A;E;A;B;E;B;C;B
'190005074018';23;F;1;1;2;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;536.7;463.1;502.4;598.4;1;840;D;C;D;D;4;G;A;C;C;B;A;B;B;B;A;B;A;A;B;B;A;E;A;B;B
'190005074022';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;433.5;538.6;578.4;472.1;0;600;E;E;C;B;4;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190005074026';23;F;1;1;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;F;C;D;4;E;A;C;D;B;A;B;A;B;A;B;A;A;B;B;A;E;A;B;B
'190005076936';16;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;519.7;582.5;602.7;589.6;0;680;F;F;E;D;4;P;A;E;E;B;A;B;A;B;A;B;A;A;D;A;B;E;A;E;B
'190005076941';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;D;E;F;F;6;B;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;E;A;A;B
'190005076945';17;F;1;4;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;B;A;B;3;F;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
'190005076954';17;M;1;3;1;0;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;518.1;627.5;566.8;658.3;1;900;D;E;D;D;4;D;A;C;C;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
'190005085767';24;F;2;1;1;6;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;E;A;B;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190005085773';23;M;2;3;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;406.8;482.3;509.5;441.1;0;500;B;E;A;A;3;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190005085776';21;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;399.1;410.1;368.3;418;0;0;B;C;B;A;10;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190005085783';18;M;1;1;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;456;440;552.3;708.9;0;540;E;E;A;B;4;C;A;B;B;B;A;B;B;A;A;B;A;A;B;A;A;E;A;B;B
'190005085784';20;M;1;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;463.1;569.1;555.9;466.5;0;680;G;G;E;D;3;C;A;D;D;B;A;B;A;B;A;B;A;A;B;B;A;A;B;A;B
'190005085788';19;M;1;3;2;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;492.6;511.7;467.3;422;0;580;E;D;A;B;6;C;A;B;C;B;B;B;B;B;B;A;A;A;B;A;A;E;A;A;B
'190005085790';18;F;1;3;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;489.7;429.9;542;634.4;1;540;H;F;D;D;5;B;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;D;B;A;B
'190005085794';19;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;439.5;364.1;367.1;564.6;1;620;C;E;A;A;6;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190005088745';22;F;1;1;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;636.8;644.7;601.5;605.9;0;860;F;E;D;D;2;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190005088748';20;F;2;0;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;505.9;566.3;561.6;386.1;1;540;E;E;C;B;3;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190005088753';18;F;1;4;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;471.9;477.1;504.6;440.8;1;520;E;D;D;B;2;C;A;B;C;C;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190005088755';17;F;1;3;1;0;3;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;509.5;618.2;583.7;643.9;0;920;E;G;D;D;4;H;D;D;E;D;A;C;C;B;A;B;A;A;E;A;A;E;B;D;B
'190005088757';17;M;1;2;2;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;447.8;540.6;530;405;1;580;E;E;B;C;3;G;A;C;D;A;B;B;A;B;A;A;A;A;B;A;A;D;A;B;B
